Age,Income,Employment Duration,Debt,Credit Score,Number of Dependents,Marital Status,Loan Amount Requested,Loan Duration,Loan Approval
49,13719,6,1089,369,2,Divorced,3645,37,0
54,11283,5,4555,483,5,Divorced,1374,17,0
29,19279,10,2394,575,4,Married,11125,9,1
30,15231,17,6468,532,0,Married,7803,37,1
40,15698,28,4004,353,0,Divorced,1383,59,0
42,18457,24,666,556,5,Single,5150,40,1
52,6184,20,5718,389,4,Single,12677,53,0
58,3402,2,5152,734,3,Single,14247,21,0
47,5895,17,2234,707,1,Married,8210,60,1
34,12404,23,6335,568,3,Single,7297,56,0
37,16161,37,1236,665,2,Married,5939,20,1
65,10343,9,1623,650,5,Married,14682,46,1
42,11637,26,1374,598,0,Married,7508,57,1
39,2956,11,7275,458,3,Divorced,13776,7,0
30,8023,6,6359,786,1,Single,10271,11,0
36,15062,16,176,825,2,Married,12463,19,1
53,15333,0,9545,654,3,Single,9044,46,0
29,4907,25,6704,700,0,Divorced,8662,34,0
58,1807,14,2928,704,1,Single,10198,47,0
36,15031,32,8817,395,0,Divorced,3987,31,0
29,5827,36,7617,691,0,Married,11543,23,0
26,14699,30,7614,651,2,Married,10721,52,0
24,5524,34,3715,587,1,Divorced,10538,9,0
45,16193,0,4274,822,4,Married,8037,42,0
31,17223,7,8586,461,0,Single,2890,60,0
48,19668,11,9360,481,1,Single,4530,58,0
36,6313,18,4971,848,0,Divorced,7992,43,0
64,14598,24,8389,381,3,Single,3938,30,0
33,14058,31,968,823,3,Married,2883,52,1
22,18141,11,3155,303,1,Married,3867,57,0
52,5887,12,4764,794,2,Married,6667,34,0
29,4854,27,2504,350,4,Single,13672,39,0
42,13458,0,7643,560,3,Married,1965,21,0
38,15536,5,9468,433,2,Single,2651,42,0
53,4558,7,6006,661,4,Divorced,3983,35,0
40,10772,3,7962,516,3,Married,1073,28,0
33,18345,4,7943,367,4,Divorced,14476,41,0
56,4575,24,1269,442,5,Single,1274,33,0
62,3418,21,1364,645,0,Single,12057,6,1
59,5198,27,6716,493,1,Divorced,7530,13,0
56,2001,38,923,545,3,Married,4838,58,1
31,8119,22,470,613,3,Married,8521,47,1
48,10673,3,6597,683,0,Married,4430,20,0
22,6316,3,2954,576,3,Divorced,11372,39,1
52,17244,20,1148,371,3,Single,5460,24,0
40,17806,36,3086,428,5,Divorced,2720,49,0
46,12873,40,9151,657,3,Single,1939,35,0
60,5266,1,629,824,3,Married,6746,15,1
28,8549,6,7407,519,3,Married,14995,49,0
35,11589,15,774,305,2,Single,7924,58,0
64,2657,16,8551,527,3,Married,9405,32,0
29,19925,19,8709,316,0,Divorced,7200,25,0
26,7763,22,1343,311,5,Single,9267,30,0
27,4164,33,7398,798,3,Married,6839,14,0
61,19437,10,7197,801,4,Married,5584,45,1
34,9479,33,5016,369,5,Married,6010,39,0
55,6737,32,7797,407,5,Married,11673,26,0
24,18831,25,2899,500,4,Single,569,29,1
63,7009,1,934,351,0,Single,12456,12,0
30,17991,22,1986,848,2,Married,13630,9,1
57,5552,40,4996,558,0,Divorced,11068,56,0
59,19148,21,6542,781,2,Divorced,10897,13,1
26,10417,33,5465,563,1,Divorced,9609,18,0
44,10221,14,6311,602,4,Divorced,11437,26,0
19,3671,9,8568,424,5,Single,9434,40,0
22,7519,14,9966,569,5,Single,7228,10,0
46,4962,28,1505,779,5,Divorced,4650,57,1
54,13734,22,5363,431,4,Single,3033,13,0
55,14122,16,1010,301,4,Divorced,7910,7,0
36,4722,8,3477,414,2,Married,10529,29,0
25,5906,35,7741,780,5,Married,10068,47,0
65,8263,8,9422,300,0,Divorced,9101,59,0
62,14699,15,9369,630,2,Single,3507,21,0
18,12088,35,3857,690,5,Divorced,8643,9,1
39,1808,32,9864,442,4,Single,11644,35,0
34,10170,30,3839,627,4,Married,7370,51,1
24,17260,5,4268,676,4,Single,5634,35,1
42,18109,9,2553,389,5,Divorced,4742,40,0
62,11693,15,4389,341,4,Married,6109,47,0
21,8701,3,551,334,1,Married,10371,18,0
53,18600,21,5566,793,4,Single,13836,42,1
23,19581,12,9231,423,5,Married,8278,59,0
48,15191,15,5758,356,2,Married,10406,54,0
36,18356,28,9076,755,4,Single,1697,54,1
61,14704,5,3051,534,3,Married,14586,16,1
56,3123,25,5322,691,1,Divorced,2837,24,0
44,12533,10,2555,791,5,Single,8586,23,1
27,17608,23,1089,642,4,Single,11908,22,1
43,15448,28,458,475,3,Single,11648,16,0
36,15586,2,4721,351,5,Single,3693,20,0
56,2814,9,6304,849,2,Divorced,8718,13,0
20,14001,0,1920,777,1,Single,11829,49,0
62,18490,25,7694,788,4,Divorced,5720,34,1
30,17508,11,5668,304,2,Single,3473,22,0
45,14380,13,6298,508,5,Single,7031,31,1
37,16406,24,6629,516,3,Married,3665,10,1
45,3931,7,5146,835,5,Married,1590,9,0
25,14567,3,1003,641,5,Divorced,8941,29,1
58,15038,27,3083,700,1,Married,641,16,1
56,13317,6,2589,761,4,Single,766,35,1
18,3971,9,4310,510,2,Divorced,8219,45,0
20,3017,35,2241,325,1,Married,4810,53,0
30,3415,1,5766,551,3,Single,9180,53,0
45,2609,25,7711,302,4,Married,9187,40,0
42,1717,13,4980,301,1,Married,979,49,0
50,13662,15,938,301,3,Married,3190,50,0
55,7782,16,4301,449,3,Married,12788,38,0
23,2048,21,3970,303,2,Single,11772,41,0
61,12618,3,3999,796,5,Married,6499,26,1
62,9307,18,4650,849,3,Divorced,5436,43,1
49,8905,1,6627,767,3,Divorced,2927,10,0
62,10993,38,3408,369,5,Married,9535,10,0
64,11338,8,8962,500,0,Divorced,8564,26,0
38,6578,18,248,607,3,Married,3715,30,1
33,14834,15,8564,551,4,Single,6481,15,0
38,19004,24,5950,586,1,Single,4411,24,1
28,7548,17,2926,591,5,Divorced,4577,37,1
54,8381,22,7975,453,5,Divorced,2849,23,0
53,3941,20,3857,432,5,Married,1149,39,0
52,6695,10,4930,573,4,Married,6036,53,0
36,7401,38,7014,808,5,Married,10585,20,0
37,16179,40,8893,652,4,Single,3356,29,0
35,15456,3,6966,304,2,Married,11942,10,0
64,14097,24,9133,592,0,Single,14089,58,0
58,7197,31,6587,659,5,Divorced,11078,59,0
31,6450,29,6496,513,0,Single,6078,37,0
32,18937,25,5091,705,5,Divorced,2225,14,1
48,18396,35,8985,735,4,Single,8616,60,1
18,9378,33,677,314,1,Single,1854,10,0
20,2881,8,5909,572,0,Married,1793,10,0
33,7799,11,1561,344,0,Divorced,11738,46,0
40,15597,1,4053,711,4,Single,3758,46,1
28,14675,37,8644,486,0,Single,3213,39,0
29,5586,4,3656,469,2,Divorced,13983,12,0
27,9430,4,5234,700,4,Single,9095,31,0
49,3345,21,4146,545,0,Divorced,14279,6,0
33,17459,4,5488,342,0,Divorced,12664,57,0
25,10548,3,8081,478,0,Divorced,4532,39,0
55,6877,8,209,756,4,Single,2046,31,1
29,7785,28,4983,834,1,Single,3106,37,0
41,16833,21,7141,543,3,Married,3325,17,1
45,5922,26,4945,316,5,Divorced,10544,11,0
25,19714,9,7980,411,0,Single,4706,25,0
45,5686,15,3966,846,3,Single,9504,24,0
53,15407,9,8818,329,3,Divorced,3874,21,0
43,19286,5,9650,491,0,Divorced,9621,9,0
25,13205,4,2824,736,0,Divorced,13673,37,1
45,14179,5,1250,478,5,Married,13696,23,0
45,19443,24,4758,773,3,Married,12767,10,1
54,17524,3,4363,433,1,Married,8140,59,0
58,19173,39,2163,611,3,Divorced,7434,55,1
53,1016,31,9815,324,1,Single,6578,11,0
44,14374,34,1853,670,2,Divorced,3823,19,1
34,17848,9,753,824,1,Single,8866,57,1
26,19211,33,5448,618,5,Married,14944,54,1
50,6956,35,1868,529,4,Married,7605,23,1
37,17473,5,181,401,0,Married,1863,58,0
30,5815,15,1513,749,2,Single,11587,15,1
45,3843,18,9094,677,3,Single,9729,28,0
65,16972,33,3344,502,1,Divorced,7989,56,1
46,18353,24,5238,566,2,Divorced,8451,23,1
30,2094,30,7089,761,4,Divorced,3511,9,0
63,7124,40,6401,664,1,Married,2590,57,0
52,2404,16,2556,403,5,Divorced,9152,37,0
23,4982,29,6098,410,3,Married,11444,52,0
35,13515,38,5280,727,3,Single,648,11,1
22,16790,30,4244,768,1,Married,4933,31,1
64,13205,18,2164,549,4,Married,5598,11,1
42,13748,34,6601,781,0,Married,1633,40,1
19,4092,28,2021,630,0,Single,853,46,1
27,14971,0,2821,500,3,Single,9799,48,0
47,15616,3,5938,753,4,Divorced,11294,10,1
62,5933,27,6132,803,3,Divorced,2613,19,0
22,5926,17,9762,845,0,Divorced,8055,7,0
50,4969,25,5969,410,3,Single,12786,59,0
18,3965,39,6168,843,1,Single,6510,56,0
35,5319,18,713,508,5,Single,4185,45,1
49,9975,5,7203,332,1,Single,3706,18,0
64,8108,0,3545,406,5,Single,1609,56,0
28,10141,7,8414,564,4,Married,12871,10,0
38,17428,32,863,525,0,Divorced,10669,52,1
43,2810,20,4625,786,4,Married,8918,41,0
42,11273,23,5307,478,4,Divorced,11631,41,0
39,10021,24,1425,521,0,Married,9704,55,1
44,19293,18,2304,669,2,Single,12807,24,1
30,7364,28,653,466,2,Divorced,3606,25,0
50,3581,9,9351,599,3,Married,4436,27,0
51,1691,11,8129,680,2,Divorced,11494,36,0
58,1931,32,6734,334,1,Single,10158,46,0
52,14128,6,443,706,5,Single,11680,52,1
18,15226,16,7459,801,4,Divorced,8961,49,1
38,14861,9,4669,613,3,Divorced,4306,9,1
65,16475,30,5106,400,4,Single,7049,8,0
23,4406,5,4436,514,0,Single,10223,42,0
45,9339,16,2857,361,2,Single,8995,30,0
34,18416,36,9472,668,0,Married,14096,54,0
22,18695,17,3039,667,3,Divorced,13597,42,1
48,9579,25,8291,393,5,Single,5648,9,0
22,4121,15,2737,768,1,Divorced,2432,58,0
55,19257,7,6956,325,2,Married,2540,44,0
20,16946,23,5239,734,0,Married,8434,12,1
40,4748,12,1607,420,5,Single,13696,12,0
54,1277,28,2953,349,2,Divorced,12713,54,0
54,19243,31,5933,335,4,Married,8833,30,0
27,12563,23,4682,709,1,Divorced,7289,20,1
27,7792,15,6333,588,5,Divorced,6275,12,0
36,14918,10,7392,678,2,Single,9500,52,1
34,11374,31,9047,399,1,Married,1447,57,0
38,5675,5,6609,623,5,Married,12643,9,0
31,2170,34,4925,628,4,Married,12104,39,0
26,9681,32,9578,520,4,Divorced,10984,59,0
63,11717,17,7250,409,0,Married,1265,50,0
18,13450,36,9908,448,3,Married,11615,49,0
62,11680,12,5783,705,0,Divorced,7672,47,1
30,11068,9,9917,709,1,Married,5515,24,0
21,3462,36,6723,428,0,Married,9630,52,0
18,14650,25,184,783,5,Divorced,2996,54,1
57,1287,16,521,407,2,Married,4062,58,0
49,19291,0,1248,688,5,Single,1762,43,0
51,2161,24,9850,724,0,Divorced,6893,32,0
45,17513,33,1002,746,3,Married,5550,10,1
48,3363,38,6266,367,5,Single,5910,58,0
25,6983,9,6444,365,5,Divorced,1042,18,0
56,17527,19,7017,803,5,Married,11371,51,1
43,9207,6,8585,803,3,Divorced,13890,19,0
51,15758,15,1617,620,5,Single,11646,35,1
20,1244,36,660,746,1,Divorced,7164,52,0
29,18310,28,5524,509,4,Married,8223,53,1
18,4178,11,7616,669,3,Single,11623,15,0
61,3176,16,5250,757,1,Divorced,3281,37,0
22,6002,19,7512,462,3,Married,12931,6,0
47,1886,25,6905,631,3,Married,11683,29,0
47,14721,18,319,649,4,Single,3112,34,1
34,13142,11,8775,767,2,Single,12340,48,0
65,3654,20,3600,725,1,Divorced,1699,12,0
64,12984,33,5960,626,3,Married,10809,36,1
40,18755,6,5279,405,3,Single,11372,22,0
32,8135,34,8773,554,0,Married,7532,35,0
54,1320,14,1767,657,5,Divorced,11540,30,0
38,5654,0,9748,743,2,Single,6823,33,0
31,17131,25,1798,412,4,Divorced,5188,41,0
19,11770,34,9190,329,1,Divorced,13354,12,0
28,7553,24,8949,823,3,Single,5286,40,0
56,12559,14,282,345,5,Divorced,4181,25,0
55,10009,21,6337,470,1,Married,5729,19,0
51,14482,5,5166,429,4,Single,3995,55,0
55,8498,14,7121,652,2,Married,9356,55,0
51,7636,23,7409,502,0,Divorced,6578,35,0
35,8362,20,5489,525,2,Single,13193,6,0
47,17395,6,4896,379,0,Married,13773,43,0
32,17578,28,130,609,1,Married,3662,46,1
44,3537,31,1293,334,2,Married,12057,30,0
51,16216,31,6059,460,2,Married,1916,39,0
55,19613,4,6957,734,2,Married,3608,13,1
50,4009,3,60,837,4,Divorced,9208,25,1
41,15209,21,2211,524,1,Divorced,9541,35,1
32,16675,17,9740,745,0,Divorced,8329,9,0
47,16029,34,9973,616,2,Divorced,10593,26,0
59,3077,16,6276,713,1,Divorced,1407,32,0
34,14907,23,5363,394,5,Divorced,9007,15,0
22,4867,1,8152,524,4,Divorced,11935,28,0
46,17152,12,7973,365,4,Married,8073,38,0
21,5873,14,37,696,5,Divorced,14073,16,1
27,9635,4,5990,509,1,Married,10199,46,0
34,1297,2,5438,773,0,Single,12814,24,0
27,14095,36,7677,789,1,Divorced,10210,16,0
34,10036,36,473,479,1,Married,12842,9,0
37,2015,36,58,823,3,Single,2434,28,1
41,2384,2,2636,758,4,Single,6451,10,0
22,9745,34,2614,367,0,Married,4844,58,0
51,19734,22,7296,628,3,Married,7926,54,1
23,18653,27,4999,501,5,Married,10493,55,1
19,2260,29,9603,774,1,Divorced,6834,10,0
30,8701,17,8276,817,5,Single,3122,23,0
60,11401,35,9725,314,4,Divorced,9548,22,0
60,16519,32,3797,341,3,Divorced,6065,8,0
65,12864,25,2674,842,3,Divorced,10568,48,1
28,16681,39,6436,588,0,Single,2025,54,1
64,6543,16,3120,832,1,Single,1916,13,1
40,19265,39,9282,543,0,Single,12171,45,1
33,13488,6,2076,473,3,Married,12563,28,0
48,11079,7,3190,833,3,Divorced,2294,28,1
28,11744,30,4787,808,0,Married,11757,7,1
33,4809,11,6056,543,3,Married,3220,44,0
25,8206,30,7494,359,2,Divorced,7326,26,0
21,14746,18,9400,403,4,Single,12896,57,0
57,16995,9,3577,602,1,Divorced,7295,29,1
21,17035,38,4741,376,4,Married,4176,58,0
42,12671,11,6832,317,1,Single,5576,43,0
20,14210,19,2581,833,3,Single,6869,25,1
49,18793,36,3787,483,0,Married,9044,55,0
20,6197,40,8707,849,0,Single,11923,44,0
44,16553,6,7103,580,3,Single,10119,55,1
46,8452,13,932,587,1,Divorced,6326,32,1
49,9718,10,1663,824,3,Divorced,2692,49,1
36,15859,6,8748,773,1,Married,10469,44,0
38,3172,28,7914,566,3,Married,4036,12,0
22,14158,9,9863,656,3,Married,7799,38,0
35,17663,28,9184,300,3,Single,9808,34,0
45,12085,8,9820,326,0,Married,2820,15,0
59,4981,35,9883,847,1,Divorced,8371,15,0
39,6247,9,4852,459,5,Single,1033,17,0
38,11553,18,1104,698,3,Married,9909,8,1
23,7135,30,1270,842,4,Single,11680,8,1
18,6573,16,9601,426,4,Single,10920,18,0
22,14731,8,3646,509,0,Single,5851,50,1
58,8189,32,5087,449,2,Married,2479,36,0
29,15541,33,9522,330,5,Single,2576,32,0
43,11878,23,4723,601,0,Single,9223,11,1
63,12087,8,2054,556,2,Single,11768,32,1
51,14667,6,9145,356,0,Divorced,10636,40,0
31,3776,15,6658,308,4,Married,4735,52,0
43,10311,18,1842,304,3,Divorced,11791,14,0
62,8697,38,2802,413,1,Single,6741,58,0
44,15629,5,7735,504,3,Single,13049,11,1
26,9386,10,8201,323,4,Divorced,12521,11,0
43,18046,11,8313,792,1,Single,4614,45,1
64,9044,12,6105,705,2,Divorced,14847,31,0
39,10615,11,2560,402,2,Single,3084,48,0
64,16034,20,3037,359,4,Single,10240,24,0
47,6060,9,8632,385,1,Single,1988,21,0
60,11900,19,2749,671,3,Single,4159,46,1
65,6581,35,590,501,4,Married,6902,28,1
34,3014,27,1368,388,2,Married,14859,16,0
43,13997,23,1361,736,4,Married,13819,21,1
53,11635,4,8128,419,3,Divorced,8547,34,0
18,14648,36,3773,455,0,Divorced,727,43,0
25,8148,11,2064,698,5,Divorced,4971,54,1
52,19748,34,2415,487,5,Divorced,5742,53,0
32,15022,39,2951,351,5,Married,13901,25,0
64,6919,1,5616,830,0,Divorced,8123,26,0
39,16886,40,7975,779,3,Divorced,13523,33,1
31,7638,38,7101,529,1,Divorced,4852,55,0
43,5651,8,9768,780,4,Single,5428,38,0
45,1609,21,5003,429,3,Divorced,14594,55,0
40,8940,4,8306,354,0,Single,7815,45,0
31,11348,11,6243,570,2,Divorced,13488,31,0
41,4866,0,6581,399,5,Divorced,13698,59,0
19,17755,21,9560,368,5,Single,1198,15,0
62,17999,37,8330,598,3,Divorced,937,39,1
43,3253,18,4923,828,5,Single,6319,14,0
31,5942,15,6467,653,5,Divorced,6680,41,0
24,13330,30,4941,451,3,Divorced,10376,16,0
20,1864,2,6437,629,3,Single,2653,15,0
64,2268,22,6076,415,0,Married,13402,51,0
40,8454,17,5648,841,0,Single,6538,12,0
63,14666,25,8001,622,5,Married,6508,56,0
60,13370,12,1315,528,3,Single,6875,43,1
64,6229,17,73,659,3,Married,11606,21,1
62,17309,2,8675,304,5,Divorced,11909,56,0
35,19621,22,1549,327,1,Married,5636,31,0
55,5054,2,1359,663,2,Divorced,5778,37,1
52,1935,24,1896,761,4,Single,1459,36,0
32,13172,26,6659,530,4,Married,10531,56,0
42,11530,26,5246,694,5,Divorced,14093,37,1
54,16560,38,6967,570,4,Single,8969,50,1
45,17156,24,6661,603,0,Married,4720,17,1
27,17709,23,510,682,0,Divorced,4256,32,1
56,10726,7,8614,327,1,Married,8087,27,0
34,8774,8,2432,818,5,Married,10035,20,1
56,2985,36,1906,498,0,Divorced,5270,13,0
39,15252,29,9150,381,5,Divorced,9406,9,0
43,5603,18,9016,387,5,Single,14798,57,0
61,16960,15,64,689,3,Divorced,10197,13,1
42,10462,23,4928,750,2,Divorced,4421,28,1
34,15166,20,4710,732,2,Married,3214,58,1
30,8754,35,6124,673,5,Divorced,1847,21,0
37,15246,39,7837,734,2,Married,5508,53,0
42,5078,38,800,486,2,Married,6585,39,0
21,13853,5,6063,689,4,Divorced,8669,27,1
27,18751,4,8469,517,4,Divorced,11134,54,1
20,5042,13,6109,407,3,Divorced,5368,28,0
58,17284,3,9909,849,1,Divorced,4460,10,0
62,15389,7,6659,648,0,Single,13868,42,1
35,3575,23,1238,821,0,Married,10444,49,1
64,7754,10,6582,325,4,Single,3005,12,0
53,18965,16,4523,347,5,Single,5596,42,0
64,2986,20,5620,669,2,Married,7875,31,0
39,19624,25,1486,313,3,Single,2237,33,0
51,16470,26,4681,486,1,Divorced,12861,9,0
64,6968,15,4470,823,4,Divorced,1608,54,0
25,8493,25,5619,578,5,Divorced,3179,37,0
57,5103,32,8284,640,3,Divorced,1537,43,0
61,3076,30,7177,627,5,Married,6260,51,0
36,3994,5,5441,324,3,Divorced,9603,14,0
59,4744,7,1840,828,4,Married,13581,41,1
58,15466,6,5397,725,3,Married,2596,31,1
54,15523,33,1621,328,2,Married,11705,16,0
23,6594,13,1561,622,3,Married,858,25,1
43,8531,15,5849,612,1,Single,6453,58,0
51,8371,8,1416,569,3,Single,1576,53,1
62,15547,9,4190,594,0,Divorced,14588,53,1
23,19028,16,5054,522,3,Married,7736,53,1
54,4144,11,1130,374,5,Divorced,6171,43,0
50,14990,5,9605,401,4,Divorced,6315,20,0
39,15083,18,3597,831,0,Divorced,6264,40,1
38,17626,40,2118,472,4,Divorced,10795,14,0
23,8954,28,663,303,5,Married,5474,38,0
23,8269,5,2634,778,1,Married,4027,16,1
65,8130,24,2774,694,2,Single,2802,27,1
21,7828,23,6194,466,1,Married,12792,11,0
47,9844,24,3969,599,0,Married,10296,42,1
28,15220,15,3490,417,5,Divorced,1575,55,0
47,7331,15,9763,811,5,Married,4548,26,0
48,14397,5,1523,474,2,Divorced,828,17,0
41,18883,36,8053,458,3,Married,14933,12,0
26,11291,20,987,683,0,Single,11924,7,1
20,19542,3,7915,526,2,Divorced,3977,44,1
48,11164,33,6403,337,4,Married,7624,46,0
57,11450,27,5321,762,2,Married,1502,29,1
54,3035,37,3845,730,4,Divorced,13570,31,0
53,12463,40,6301,403,4,Single,9268,30,0
41,8977,27,98,492,5,Single,9018,25,0
48,18241,16,2288,549,2,Married,6886,45,1
23,13182,13,9706,312,5,Married,10219,46,0
19,1298,6,4297,687,5,Married,3321,47,0
37,1923,21,8825,370,1,Divorced,10157,49,0
45,14331,0,7796,737,1,Divorced,11917,7,0
28,7578,28,7263,343,5,Divorced,10973,47,0
21,5875,30,8770,571,5,Married,13439,40,0
32,13254,29,3959,313,4,Single,2880,38,0
23,19186,14,7385,670,5,Divorced,9186,22,1
47,11905,17,8464,411,0,Single,9830,27,0
55,14353,34,5338,678,2,Married,2916,6,1
19,16882,29,4881,613,0,Divorced,10048,42,1
32,10663,33,3954,714,1,Divorced,9845,35,1
28,1941,10,3927,784,0,Divorced,3749,51,0
25,2907,26,8644,468,3,Married,2642,11,0
43,5837,23,9367,545,3,Married,3888,46,0
62,14680,34,4911,565,1,Married,9816,59,1
61,18627,38,413,542,0,Single,5815,19,1
22,6696,7,1550,599,2,Single,9493,41,1
23,17226,17,4526,626,1,Divorced,10734,38,1
43,14543,12,7141,829,3,Divorced,707,43,1
21,13615,23,6571,641,1,Married,11346,44,1
36,2466,22,1946,548,0,Married,9164,58,0
37,19350,11,5203,679,0,Married,2138,11,1
50,1375,29,191,831,0,Divorced,5627,31,1
37,1262,30,40,680,4,Married,8827,29,0
29,12580,27,5892,341,0,Single,4856,38,0
64,11136,21,9524,644,5,Single,9862,13,0
18,8833,27,3449,560,3,Divorced,9149,49,1
43,2893,12,8327,605,3,Divorced,6524,48,0
31,9106,24,5909,539,4,Single,14508,39,0
55,12826,6,1941,612,3,Married,8105,39,1
54,2652,5,9757,740,3,Divorced,1936,29,0
28,1599,23,4221,432,1,Divorced,12263,7,0
53,19296,18,7524,350,0,Divorced,6875,13,0
30,9792,18,6543,691,5,Single,10840,58,0
60,4637,35,6222,822,5,Divorced,12934,30,0
20,11355,8,8580,807,1,Single,13504,35,0
50,16989,35,1558,653,5,Single,9198,37,1
23,10290,37,2121,694,1,Married,11297,35,1
27,6599,39,1028,395,5,Married,6747,12,0
22,15342,28,8273,405,3,Married,11075,53,0
40,14945,23,5656,812,2,Divorced,9137,29,1
27,11762,4,8967,541,0,Single,3281,59,0
61,15312,25,3038,787,2,Divorced,943,14,1
19,8382,13,1878,814,3,Single,617,21,1
30,9982,38,2271,360,4,Divorced,10232,7,0
57,8707,28,1607,715,1,Single,13716,40,1
19,18130,5,3139,593,5,Married,11462,39,1
37,5633,6,605,601,5,Married,1066,27,1
18,18304,36,4735,469,3,Divorced,4102,24,0
54,10269,17,3665,340,5,Single,2436,54,0
26,14778,22,5852,530,3,Married,4683,57,1
34,8008,37,5462,708,2,Single,8426,26,0
26,16523,0,2144,596,4,Divorced,10344,17,1
28,19765,3,4270,754,1,Married,5071,16,1
32,4618,34,8107,356,5,Divorced,6301,57,0
41,1272,22,1376,539,4,Divorced,14296,59,0
55,14007,26,3462,475,4,Single,4890,24,0
52,19157,25,347,362,4,Divorced,5315,11,0
47,3547,7,0,850,0,Divorced,6000,47,1
48,4164,15,62,437,4,Single,13782,19,0
22,15414,40,1783,753,3,Single,5902,38,1
61,15327,2,8417,748,0,Divorced,7487,52,0
31,16576,31,6566,525,0,Married,5281,43,1
28,1946,4,1042,742,4,Married,3186,18,0
26,15693,19,9036,505,5,Single,1703,31,0
51,17890,13,1234,326,5,Divorced,5556,19,0
29,16540,31,1984,756,5,Married,13722,50,1
52,7719,25,9470,406,5,Single,11629,29,0
52,9435,5,1594,743,3,Single,7557,53,1
18,12350,35,6257,335,5,Single,9097,6,0
57,4590,39,1952,454,1,Divorced,12599,51,0
39,11064,4,1695,468,4,Single,14078,50,0
46,18576,12,954,571,0,Married,6213,60,1
25,18848,31,3291,846,1,Divorced,5683,35,1
28,1390,15,8548,719,5,Married,4714,15,0
58,13668,0,968,483,1,Married,4579,15,0
54,12569,12,241,536,0,Married,812,33,1
31,14029,10,4234,808,5,Divorced,8854,9,1
47,14107,7,8338,740,1,Married,2028,19,0
52,3560,24,7349,421,3,Single,13080,17,0
38,6867,39,5161,716,3,Single,13477,59,0
54,16284,31,8734,834,4,Married,5996,43,0
22,2211,23,8883,674,4,Single,10257,52,0
36,10121,27,1025,625,1,Divorced,5268,42,1
31,2539,13,3359,779,0,Divorced,8067,15,0
43,18027,2,5257,449,3,Single,898,46,0
21,9693,35,5736,789,2,Single,7130,32,0
42,9921,26,7679,452,4,Divorced,12278,47,0
62,18667,19,2951,316,3,Married,1547,17,0
59,11310,14,8921,850,5,Divorced,2442,27,0
42,13744,26,7389,647,1,Married,11822,9,0
35,5386,40,2555,758,3,Single,11488,34,1
57,18303,27,1150,501,3,Single,739,41,1
25,13242,24,1735,722,1,Married,11050,50,1
56,19723,32,7931,579,4,Married,6964,19,1
57,15257,13,1038,721,4,Divorced,1171,17,1
31,9947,7,6369,764,2,Married,3119,50,0
49,14946,13,7127,654,2,Single,8419,25,1
55,6930,0,2912,677,4,Single,2961,50,0
50,6402,15,4840,423,4,Single,12085,28,0
40,17017,17,1242,379,4,Married,9093,27,0
32,1507,6,8964,532,4,Married,2606,39,0
50,2436,14,8098,779,3,Single,4648,26,0
42,12618,23,3412,453,2,Married,1587,56,0
34,9750,12,2499,708,1,Divorced,7276,14,1
50,17122,8,7160,330,0,Divorced,9834,15,0
64,8354,14,6110,802,1,Married,4881,54,0
19,12294,34,3545,670,5,Married,10757,15,1
31,14840,23,1213,622,0,Single,5624,57,1
57,5399,32,418,631,3,Married,12600,50,1
57,6037,15,4960,542,5,Single,8059,57,0
56,16848,7,788,729,2,Divorced,14716,35,1
23,4715,28,1871,481,0,Married,12947,38,0
23,15877,22,2025,772,4,Divorced,12651,7,1
20,8837,30,6264,675,5,Married,641,54,0
24,2301,39,2446,380,3,Married,896,37,0
25,8370,13,7429,849,0,Single,5637,50,0
59,19539,29,4823,719,4,Single,11319,22,1
32,7411,38,8752,766,5,Married,7781,33,0
64,7365,26,2651,727,3,Married,13321,50,1
46,16449,15,539,356,5,Single,2055,22,0
50,1692,5,6499,621,0,Divorced,7554,56,0
47,2478,32,4755,841,4,Married,6394,19,0
56,7396,17,5959,794,2,Single,11200,57,0
44,9448,15,3289,565,3,Married,14421,15,1
53,11622,11,5546,526,0,Single,13073,39,1
46,17825,19,2758,353,4,Divorced,1528,19,0
55,11073,39,5311,303,2,Married,10868,22,0
50,3646,28,4107,738,5,Married,5551,42,0
54,6209,29,1895,609,4,Divorced,1170,27,1
44,7533,25,2500,388,2,Married,5094,23,0
