Age,Gender,Race,Marital Status,Education Level,Years of Experience,Skills Score,Culture Fit Score,Job Role Applied For,Hiring Decision
18,Female,Black,Divorced,High School,22,7,1,Engineer,Hired
25,Non-Binary,Hispanic,Divorced,PhD,9,2,5,Marketing,Not Hired
63,Prefer not to say,Hispanic,Single,Bachelor's,14,7,2,Sales,Not Hired
33,Prefer not to say,Hispanic,Single,PhD,22,7,4,Engineer,Hired
31,Male,Prefer not to say,Married,High School,35,9,9,Engineer,Hired
29,Non-Binary,Black,Divorced,High School,0,6,3,Sales,Not Hired
40,Female,Prefer not to say,Married,PhD,7,4,8,Marketing,Not Hired
32,Non-Binary,Asian,Single,Master's,2,7,10,Management,Not Hired
45,Non-Binary,Black,Single,High School,13,7,6,Marketing,Not Hired
51,Non-Binary,Asian,Divorced,High School,16,4,10,HR,Not Hired
19,Non-Binary,Asian,Married,High School,33,2,5,HR,Not Hired
49,Non-Binary,Hispanic,Married,High School,5,9,2,HR,Not Hired
40,Male,Black,Divorced,PhD,4,8,3,Sales,Not Hired
39,Male,Asian,Divorced,PhD,40,5,8,Marketing,Hired
42,Prefer not to say,Other,Married,PhD,39,5,9,Engineer,Hired
39,Male,Asian,Single,PhD,28,1,7,HR,Not Hired
39,Prefer not to say,Other,Single,Master's,34,9,1,Marketing,Not Hired
59,Prefer not to say,Black,Divorced,PhD,17,10,6,Engineer,Hired
23,Female,Prefer not to say,Married,PhD,39,8,7,Marketing,Hired
32,Non-Binary,Black,Married,High School,29,5,6,Sales,Hired
60,Male,Prefer not to say,Married,Master's,14,10,10,HR,Hired
54,Female,Prefer not to say,Single,High School,14,6,2,Management,Not Hired
50,Male,Black,Single,Master's,15,10,9,HR,Hired
25,Prefer not to say,Asian,Married,Bachelor's,32,10,3,HR,Hired
61,Male,White,Married,Master's,9,8,6,Sales,Not Hired
61,Non-Binary,Asian,Divorced,Master's,18,6,6,Engineer,Hired
22,Prefer not to say,Asian,Divorced,High School,36,10,8,HR,Hired
56,Prefer not to say,Hispanic,Married,Master's,2,4,4,Engineer,Not Hired
21,Female,Hispanic,Married,Master's,35,3,6,Engineer,Hired
23,Non-Binary,Asian,Single,High School,3,7,1,Sales,Not Hired
62,Prefer not to say,Other,Married,Bachelor's,10,2,9,HR,Not Hired
49,Non-Binary,Prefer not to say,Divorced,Bachelor's,40,7,9,Sales,Hired
47,Male,Hispanic,Single,Bachelor's,32,1,7,Sales,Hired
64,Non-Binary,Asian,Divorced,Master's,27,10,1,Management,Hired
52,Prefer not to say,White,Divorced,High School,31,5,3,Sales,Hired
57,Female,Other,Single,Bachelor's,15,9,5,Management,Hired
33,Prefer not to say,Black,Divorced,Bachelor's,8,1,4,Engineer,Not Hired
30,Non-Binary,Asian,Married,Bachelor's,10,8,5,Engineer,Not Hired
59,Non-Binary,Asian,Divorced,Bachelor's,5,9,7,Marketing,Not Hired
47,Prefer not to say,Prefer not to say,Single,High School,26,9,9,Marketing,Hired
36,Non-Binary,Other,Single,Bachelor's,11,8,1,Engineer,Not Hired
34,Male,Hispanic,Single,Master's,21,4,5,HR,Not Hired
36,Prefer not to say,Hispanic,Divorced,Master's,39,7,3,Marketing,Hired
45,Female,Hispanic,Married,High School,36,1,3,Sales,Not Hired
43,Prefer not to say,Black,Single,PhD,20,7,2,Marketing,Not Hired
54,Male,Other,Married,Bachelor's,32,6,6,Engineer,Hired
43,Male,Other,Single,Bachelor's,16,5,6,HR,Hired
40,Male,Hispanic,Married,Master's,28,1,3,Engineer,Not Hired
26,Male,Hispanic,Married,High School,39,8,1,HR,Hired
29,Male,Prefer not to say,Married,PhD,9,10,7,Marketing,Hired
18,Female,White,Single,Master's,17,1,2,Sales,Not Hired
18,Non-Binary,White,Divorced,PhD,12,1,8,Sales,Not Hired
64,Male,Asian,Divorced,High School,26,3,3,Engineer,Not Hired
51,Male,Asian,Divorced,High School,9,8,1,HR,Not Hired
49,Prefer not to say,Other,Married,High School,31,8,10,Marketing,Hired
65,Female,Other,Single,Master's,40,7,9,HR,Hired
42,Female,Black,Married,High School,2,5,5,HR,Not Hired
57,Non-Binary,Black,Single,Master's,21,8,1,HR,Not Hired
62,Female,White,Married,Master's,26,2,10,Marketing,Not Hired
18,Prefer not to say,Asian,Single,Bachelor's,2,8,6,HR,Not Hired
33,Prefer not to say,White,Single,Master's,32,2,10,Sales,Hired
56,Non-Binary,White,Single,Master's,1,10,3,Engineer,Not Hired
22,Prefer not to say,Asian,Married,Bachelor's,10,5,4,Management,Not Hired
39,Male,Black,Divorced,PhD,9,4,8,HR,Hired
46,Male,Prefer not to say,Married,Bachelor's,38,1,5,Sales,Not Hired
20,Prefer not to say,Prefer not to say,Married,Bachelor's,32,5,6,Sales,Hired
29,Non-Binary,Prefer not to say,Single,High School,6,7,10,Engineer,Hired
43,Female,Asian,Single,High School,14,1,4,Engineer,Not Hired
33,Non-Binary,Hispanic,Divorced,Bachelor's,25,2,6,Management,Hired
54,Female,Hispanic,Divorced,High School,10,9,3,Management,Hired
39,Prefer not to say,Hispanic,Single,Bachelor's,37,5,10,Management,Hired
46,Prefer not to say,Other,Divorced,High School,26,7,1,Marketing,Hired
31,Male,Black,Divorced,Master's,38,2,6,Marketing,Hired
45,Female,Black,Single,High School,6,7,1,Sales,Not Hired
22,Non-Binary,Other,Married,High School,0,7,10,Engineer,Not Hired
64,Prefer not to say,White,Divorced,Master's,9,7,3,HR,Not Hired
47,Non-Binary,Prefer not to say,Single,Bachelor's,20,5,8,Engineer,Hired
63,Male,Hispanic,Divorced,High School,14,9,7,Marketing,Hired
22,Female,Prefer not to say,Divorced,High School,29,2,8,Sales,Not Hired
29,Female,Hispanic,Single,Master's,29,4,10,HR,Hired
33,Prefer not to say,Prefer not to say,Divorced,Master's,7,2,10,Management,Not Hired
43,Female,White,Divorced,Master's,23,8,2,Management,Hired
43,Prefer not to say,Prefer not to say,Divorced,PhD,18,1,10,Marketing,Hired
65,Male,Prefer not to say,Married,Master's,2,9,7,Sales,Hired
38,Female,Asian,Married,Bachelor's,14,5,4,Engineer,Not Hired
56,Prefer not to say,Prefer not to say,Divorced,High School,35,3,1,Marketing,Not Hired
53,Non-Binary,Asian,Single,High School,5,4,3,Engineer,Not Hired
50,Prefer not to say,Black,Divorced,PhD,17,1,5,HR,Not Hired
47,Female,Other,Divorced,High School,37,3,10,Engineer,Hired
54,Male,Prefer not to say,Married,High School,18,8,8,HR,Hired
40,Female,Black,Married,Bachelor's,29,2,2,Sales,Not Hired
27,Female,Asian,Married,High School,12,2,2,Marketing,Not Hired
22,Prefer not to say,Prefer not to say,Divorced,Bachelor's,38,9,8,Engineer,Hired
53,Non-Binary,Prefer not to say,Divorced,PhD,11,5,9,Sales,Hired
51,Female,White,Single,Bachelor's,33,5,10,Sales,Hired
48,Non-Binary,Black,Divorced,Master's,11,1,1,Engineer,Not Hired
27,Prefer not to say,Hispanic,Divorced,Master's,23,6,2,Management,Not Hired
36,Non-Binary,Hispanic,Married,PhD,3,8,4,Management,Not Hired
49,Prefer not to say,White,Married,High School,35,6,3,HR,Hired
18,Male,Asian,Married,Bachelor's,13,7,1,Sales,Not Hired
22,Non-Binary,Hispanic,Married,Master's,16,4,4,Marketing,Not Hired
62,Non-Binary,Hispanic,Married,Bachelor's,2,2,2,Marketing,Not Hired
21,Male,Other,Single,Master's,37,1,10,Sales,Hired
33,Non-Binary,Black,Single,Bachelor's,22,6,5,Management,Not Hired
41,Male,Asian,Single,High School,12,9,1,Sales,Not Hired
33,Female,Prefer not to say,Married,PhD,8,10,8,HR,Hired
19,Prefer not to say,Black,Married,High School,20,5,10,Sales,Hired
45,Male,Asian,Married,Bachelor's,40,2,2,Engineer,Hired
49,Non-Binary,Hispanic,Single,Master's,7,1,3,Management,Not Hired
44,Male,Other,Married,Master's,16,3,3,Engineer,Not Hired
37,Non-Binary,Black,Single,PhD,15,4,4,Engineer,Hired
41,Female,Hispanic,Married,High School,15,7,7,Sales,Hired
29,Male,Asian,Divorced,High School,27,9,9,Sales,Hired
52,Female,Black,Single,High School,15,8,3,Marketing,Not Hired
50,Prefer not to say,Prefer not to say,Divorced,Master's,13,9,1,Engineer,Not Hired
50,Non-Binary,Black,Single,PhD,37,7,10,Sales,Hired
60,Non-Binary,Hispanic,Married,Master's,19,10,1,Marketing,Not Hired
54,Female,Black,Married,High School,40,8,6,Engineer,Hired
29,Prefer not to say,Prefer not to say,Divorced,Bachelor's,33,8,5,Marketing,Hired
20,Male,Other,Married,Master's,28,1,10,Management,Not Hired
18,Male,Other,Single,PhD,2,9,7,HR,Hired
50,Non-Binary,Hispanic,Married,High School,9,2,7,Engineer,Not Hired
57,Female,Asian,Married,Bachelor's,19,7,3,Sales,Hired
27,Female,Hispanic,Single,Master's,1,10,7,Management,Hired
60,Male,Other,Divorced,Bachelor's,26,10,9,Marketing,Hired
61,Prefer not to say,White,Divorced,Bachelor's,31,5,8,HR,Hired
46,Prefer not to say,White,Married,PhD,9,4,3,Engineer,Not Hired
30,Male,Black,Single,Master's,39,1,10,HR,Hired
29,Male,Prefer not to say,Divorced,PhD,16,1,5,Management,Not Hired
48,Female,Black,Divorced,High School,32,3,8,HR,Hired
63,Prefer not to say,White,Married,Bachelor's,5,1,2,Engineer,Not Hired
19,Male,Other,Single,PhD,38,8,7,Management,Hired
52,Male,Black,Divorced,PhD,17,3,10,Marketing,Hired
40,Non-Binary,Hispanic,Married,High School,8,10,10,Engineer,Hired
34,Male,Prefer not to say,Married,Master's,7,2,7,HR,Not Hired
43,Male,Hispanic,Married,PhD,24,6,8,Engineer,Hired
25,Prefer not to say,Prefer not to say,Married,Bachelor's,30,4,1,Management,Not Hired
46,Female,Other,Divorced,Bachelor's,3,4,8,HR,Not Hired
43,Prefer not to say,Black,Single,Bachelor's,19,2,1,Marketing,Not Hired
27,Female,Prefer not to say,Married,Bachelor's,27,2,3,Sales,Not Hired
43,Non-Binary,Hispanic,Married,PhD,39,6,9,Marketing,Hired
51,Male,Black,Divorced,Bachelor's,0,5,4,Engineer,Not Hired
58,Non-Binary,Black,Married,PhD,39,9,10,Sales,Hired
24,Female,Hispanic,Married,Master's,22,4,9,Management,Hired
21,Prefer not to say,White,Single,Bachelor's,12,5,1,HR,Not Hired
62,Prefer not to say,Prefer not to say,Married,Master's,15,1,8,HR,Not Hired
28,Non-Binary,Hispanic,Divorced,PhD,25,2,3,Management,Hired
46,Female,Other,Single,High School,30,3,7,Engineer,Hired
53,Non-Binary,Asian,Divorced,Master's,0,5,2,Marketing,Not Hired
42,Non-Binary,Hispanic,Single,Bachelor's,16,5,7,Sales,Hired
38,Male,Black,Single,High School,15,4,7,Management,Not Hired
53,Non-Binary,Black,Married,Master's,36,10,9,Engineer,Hired
27,Male,Hispanic,Married,PhD,9,3,2,Engineer,Not Hired
54,Male,Asian,Married,PhD,37,9,8,Sales,Hired
26,Prefer not to say,Hispanic,Divorced,PhD,30,1,5,Management,Hired
41,Male,Asian,Married,Master's,9,6,10,Marketing,Not Hired
52,Male,Asian,Married,PhD,33,7,9,Marketing,Hired
52,Prefer not to say,Other,Single,Master's,5,10,8,Management,Hired
65,Non-Binary,Prefer not to say,Married,Bachelor's,27,4,3,HR,Not Hired
53,Female,Black,Married,Bachelor's,27,10,3,Marketing,Hired
35,Female,Black,Married,Master's,12,3,10,HR,Hired
56,Female,Asian,Married,Master's,40,8,8,Management,Hired
49,Non-Binary,Black,Single,High School,11,9,9,Engineer,Hired
41,Male,White,Married,PhD,39,1,2,Management,Hired
40,Female,Asian,Single,Bachelor's,1,10,3,Engineer,Not Hired
49,Non-Binary,Black,Divorced,Bachelor's,7,9,8,Management,Hired
54,Male,White,Married,High School,8,7,2,HR,Not Hired
29,Prefer not to say,Other,Married,Master's,7,1,8,HR,Not Hired
30,Female,Black,Married,Master's,2,7,5,Management,Hired
40,Male,White,Single,High School,8,5,6,Engineer,Not Hired
42,Female,Hispanic,Married,PhD,12,10,10,Management,Hired
52,Female,Prefer not to say,Married,Master's,8,7,4,Engineer,Not Hired
58,Female,Hispanic,Divorced,Master's,30,9,3,HR,Hired
47,Male,White,Single,PhD,24,8,8,Sales,Hired
34,Non-Binary,Asian,Single,PhD,7,6,9,Marketing,Hired
37,Male,Asian,Divorced,High School,30,2,8,HR,Hired
65,Female,Black,Single,High School,30,8,9,Management,Hired
42,Male,Hispanic,Married,High School,16,4,1,Management,Not Hired
39,Prefer not to say,Asian,Married,Master's,18,8,5,Engineer,Not Hired
30,Non-Binary,Asian,Divorced,High School,2,7,7,Marketing,Not Hired
36,Male,Hispanic,Single,Master's,29,4,8,HR,Hired
53,Prefer not to say,Other,Single,Bachelor's,9,8,2,Marketing,Hired
29,Non-Binary,Asian,Single,PhD,28,2,4,Marketing,Not Hired
58,Prefer not to say,Prefer not to say,Divorced,PhD,39,9,7,HR,Hired
36,Non-Binary,White,Married,Bachelor's,17,6,5,Engineer,Not Hired
29,Male,Black,Divorced,High School,11,7,1,Engineer,Not Hired
26,Prefer not to say,Asian,Married,Master's,22,10,2,Engineer,Hired
24,Female,Prefer not to say,Divorced,Master's,10,1,5,Sales,Not Hired
45,Prefer not to say,Prefer not to say,Married,Master's,8,3,6,Marketing,Not Hired
31,Non-Binary,Asian,Single,PhD,23,10,1,Sales,Not Hired
48,Male,Other,Single,High School,24,5,3,Engineer,Not Hired
36,Non-Binary,White,Single,Master's,24,7,6,HR,Not Hired
64,Prefer not to say,Black,Divorced,Master's,8,1,6,Marketing,Not Hired
33,Prefer not to say,Asian,Divorced,Master's,11,9,7,HR,Hired
22,Female,Black,Divorced,Bachelor's,10,5,10,Management,Hired
52,Male,Hispanic,Single,Master's,37,3,3,Marketing,Not Hired
29,Male,Prefer not to say,Married,Bachelor's,27,7,1,HR,Hired
42,Prefer not to say,Prefer not to say,Single,Master's,7,10,7,Engineer,Hired
38,Male,Asian,Single,Master's,9,8,3,Sales,Not Hired
53,Female,Asian,Married,Master's,24,10,5,HR,Hired
40,Non-Binary,Hispanic,Married,Bachelor's,35,10,4,Management,Hired
33,Male,Other,Married,Master's,8,3,1,Engineer,Not Hired
56,Prefer not to say,Asian,Married,High School,40,7,7,Management,Hired
62,Non-Binary,Prefer not to say,Single,Master's,7,7,4,Sales,Not Hired
59,Non-Binary,Black,Divorced,Bachelor's,2,4,1,Management,Not Hired
56,Female,White,Single,Bachelor's,17,10,6,HR,Hired
31,Prefer not to say,Black,Married,High School,34,9,4,HR,Hired
48,Male,Other,Divorced,PhD,16,1,4,Engineer,Not Hired
22,Prefer not to say,White,Divorced,High School,35,1,2,Sales,Not Hired
52,Non-Binary,Black,Single,High School,27,5,1,Sales,Not Hired
40,Prefer not to say,Black,Single,Bachelor's,14,3,3,Marketing,Not Hired
46,Male,Hispanic,Single,Master's,18,10,10,Marketing,Hired
60,Male,Other,Divorced,Master's,21,9,5,HR,Hired
28,Female,Prefer not to say,Divorced,PhD,5,5,9,Management,Hired
35,Male,Hispanic,Divorced,PhD,6,7,7,Management,Hired
64,Male,White,Married,PhD,8,1,4,Engineer,Not Hired
29,Prefer not to say,Prefer not to say,Married,PhD,19,2,8,Sales,Not Hired
26,Prefer not to say,Hispanic,Single,High School,36,4,4,HR,Hired
27,Non-Binary,Other,Divorced,High School,10,9,6,Management,Hired
61,Female,Asian,Single,Master's,1,5,1,Marketing,Not Hired
34,Prefer not to say,Asian,Divorced,High School,21,5,6,HR,Not Hired
55,Male,White,Single,Master's,35,9,10,Engineer,Hired
24,Non-Binary,Asian,Married,Master's,4,8,5,HR,Hired
63,Prefer not to say,Hispanic,Divorced,Master's,6,2,2,Management,Not Hired
30,Female,White,Married,Master's,5,7,1,Engineer,Not Hired
57,Female,Prefer not to say,Divorced,Bachelor's,21,1,6,Marketing,Hired
59,Non-Binary,Other,Single,Master's,9,10,2,Marketing,Not Hired
26,Non-Binary,White,Divorced,High School,39,9,9,Management,Hired
44,Non-Binary,Prefer not to say,Married,High School,19,3,9,Engineer,Not Hired
19,Non-Binary,White,Divorced,High School,27,2,1,Marketing,Not Hired
22,Non-Binary,Black,Single,High School,22,4,5,Engineer,Not Hired
46,Male,Black,Divorced,Bachelor's,34,4,8,HR,Hired
54,Male,White,Married,PhD,0,3,4,Sales,Not Hired
55,Prefer not to say,Asian,Single,PhD,28,2,3,Sales,Not Hired
36,Female,Black,Married,Master's,8,5,5,Sales,Not Hired
25,Male,Other,Divorced,Master's,8,4,5,Marketing,Not Hired
65,Male,Prefer not to say,Married,High School,21,5,8,Management,Hired
62,Male,Hispanic,Divorced,High School,1,8,6,Sales,Hired
18,Prefer not to say,Black,Single,PhD,15,2,2,Management,Not Hired
39,Non-Binary,White,Married,PhD,39,9,1,Sales,Hired
34,Prefer not to say,Asian,Married,High School,5,10,3,HR,Not Hired
24,Female,Hispanic,Divorced,Master's,12,1,2,Sales,Not Hired
42,Female,Prefer not to say,Married,Bachelor's,32,8,4,Management,Hired
62,Female,Prefer not to say,Married,Bachelor's,18,5,3,Marketing,Hired
21,Female,Black,Single,PhD,14,2,9,HR,Not Hired
53,Male,Prefer not to say,Divorced,PhD,32,8,5,Management,Hired
23,Male,Prefer not to say,Divorced,PhD,9,5,4,Engineer,Hired
48,Prefer not to say,Asian,Single,Bachelor's,0,10,10,Sales,Hired
36,Non-Binary,Asian,Single,Bachelor's,11,10,9,HR,Hired
61,Female,Asian,Divorced,High School,28,3,4,Marketing,Hired
56,Prefer not to say,White,Single,Master's,16,7,6,Engineer,Hired
44,Male,Prefer not to say,Single,PhD,3,4,10,Sales,Hired
27,Male,Prefer not to say,Single,High School,28,10,1,HR,Not Hired
43,Non-Binary,Prefer not to say,Divorced,Bachelor's,6,6,2,Management,Not Hired
36,Non-Binary,Other,Single,High School,12,10,4,Sales,Hired
56,Non-Binary,Asian,Married,Bachelor's,4,8,9,HR,Not Hired
20,Prefer not to say,Hispanic,Married,Master's,5,1,6,Sales,Not Hired
62,Male,Black,Divorced,Bachelor's,33,2,6,HR,Hired
30,Male,Hispanic,Single,High School,6,8,9,Management,Hired
45,Non-Binary,White,Married,Master's,27,7,4,Sales,Hired
37,Female,White,Divorced,Bachelor's,9,10,3,HR,Hired
45,Non-Binary,Prefer not to say,Married,PhD,3,9,7,Engineer,Hired
25,Prefer not to say,Hispanic,Single,Bachelor's,2,2,7,Marketing,Not Hired
58,Non-Binary,Prefer not to say,Divorced,Master's,24,8,9,HR,Hired
56,Non-Binary,Other,Married,High School,22,6,6,HR,Hired
18,Prefer not to say,White,Divorced,Master's,26,1,2,HR,Not Hired
20,Non-Binary,White,Married,High School,13,4,6,Sales,Not Hired
30,Male,Hispanic,Married,Bachelor's,37,2,8,Marketing,Hired
45,Female,White,Single,Bachelor's,31,7,6,Sales,Hired
42,Non-Binary,Other,Single,Master's,22,9,9,HR,Hired
50,Prefer not to say,Other,Married,PhD,39,6,4,HR,Hired
55,Female,Other,Divorced,Bachelor's,36,4,3,Marketing,Hired
23,Prefer not to say,Black,Divorced,PhD,2,5,5,Engineer,Not Hired
61,Female,Other,Single,PhD,34,1,3,Sales,Hired
62,Female,Other,Married,Master's,12,4,2,Engineer,Not Hired
49,Non-Binary,Black,Single,Bachelor's,33,10,2,HR,Hired
62,Male,Prefer not to say,Married,PhD,23,3,4,HR,Hired
64,Non-Binary,Asian,Married,Bachelor's,0,9,3,Management,Not Hired
38,Prefer not to say,White,Single,High School,11,6,9,Management,Hired
33,Prefer not to say,Other,Divorced,PhD,7,4,7,Engineer,Not Hired
38,Female,White,Single,Master's,18,3,6,Management,Hired
28,Female,Hispanic,Married,Master's,8,4,10,Marketing,Not Hired
54,Male,White,Single,PhD,27,8,8,Engineer,Hired
53,Non-Binary,Prefer not to say,Divorced,Bachelor's,13,5,9,Management,Not Hired
52,Prefer not to say,Black,Divorced,High School,26,1,3,Management,Not Hired
36,Female,White,Married,High School,17,5,10,Marketing,Hired
37,Male,White,Single,Master's,40,8,7,Marketing,Hired
35,Prefer not to say,White,Divorced,Master's,5,4,9,Engineer,Not Hired
64,Female,Asian,Single,Bachelor's,32,2,1,Sales,Not Hired
58,Prefer not to say,Asian,Divorced,Master's,36,3,10,Marketing,Hired
31,Male,Hispanic,Married,Bachelor's,24,9,9,Management,Hired
32,Male,Black,Married,PhD,12,7,7,Engineer,Hired
48,Prefer not to say,White,Single,High School,22,3,10,Sales,Hired
18,Non-Binary,White,Married,PhD,35,5,4,Engineer,Hired
20,Prefer not to say,White,Divorced,Master's,32,3,6,Management,Hired
33,Female,White,Married,High School,20,10,6,Sales,Hired
40,Non-Binary,Asian,Divorced,High School,33,4,6,Sales,Hired
28,Female,Prefer not to say,Divorced,PhD,35,8,2,Marketing,Hired
29,Prefer not to say,Prefer not to say,Married,Bachelor's,16,3,5,HR,Not Hired
27,Non-Binary,Hispanic,Divorced,High School,9,3,7,Management,Not Hired
49,Female,Other,Divorced,Bachelor's,22,8,6,HR,Hired
33,Prefer not to say,Black,Single,PhD,1,10,3,Management,Hired
25,Prefer not to say,Prefer not to say,Single,PhD,34,10,5,Engineer,Hired
55,Non-Binary,White,Single,Bachelor's,13,7,8,HR,Not Hired
29,Prefer not to say,Prefer not to say,Married,PhD,40,7,5,Sales,Hired
41,Male,Hispanic,Single,High School,1,10,10,Marketing,Hired
45,Female,Other,Divorced,PhD,18,2,3,Management,Not Hired
25,Female,Prefer not to say,Married,PhD,15,7,9,Marketing,Not Hired
45,Prefer not to say,Hispanic,Married,High School,24,10,3,Management,Hired
53,Prefer not to say,Asian,Married,Bachelor's,0,10,2,Sales,Not Hired
43,Male,Other,Married,PhD,1,3,6,Sales,Not Hired
25,Non-Binary,Hispanic,Divorced,Bachelor's,26,7,8,Sales,Hired
45,Prefer not to say,Prefer not to say,Divorced,High School,1,4,6,Sales,Not Hired
45,Prefer not to say,Asian,Single,Bachelor's,29,8,1,Sales,Hired
54,Prefer not to say,Hispanic,Married,Bachelor's,9,8,8,Marketing,Hired
58,Prefer not to say,Hispanic,Single,Master's,18,6,1,Engineer,Not Hired
53,Female,Prefer not to say,Divorced,Master's,15,3,9,HR,Not Hired
44,Prefer not to say,Other,Married,PhD,12,6,8,Marketing,Hired
34,Female,Asian,Divorced,Master's,7,6,6,HR,Not Hired
26,Prefer not to say,White,Single,Master's,30,3,2,Engineer,Not Hired
50,Non-Binary,Black,Divorced,Master's,24,4,9,Management,Hired
37,Male,Other,Married,Bachelor's,38,2,8,Engineer,Hired
30,Non-Binary,Asian,Married,Bachelor's,20,1,4,Engineer,Not Hired
45,Prefer not to say,Hispanic,Single,Master's,37,2,2,Management,Not Hired
65,Prefer not to say,Asian,Married,High School,40,7,6,HR,Hired
46,Prefer not to say,Black,Divorced,Master's,28,10,1,Sales,Not Hired
30,Non-Binary,Prefer not to say,Divorced,High School,5,5,7,Management,Hired
63,Prefer not to say,Black,Divorced,Bachelor's,17,9,1,Management,Hired
52,Non-Binary,White,Divorced,High School,34,3,6,Engineer,Hired
